track_id,track_name,track_number,track_popularity,explicit,artist_name,artist_popularity,artist_followers,artist_genres,album_id,album_name,album_release_date,album_total_tracks,album_type,track_duration_min,Prediksi_Popularity
6784,2367,1,32,True,1673,23,1982,661,4011,1606,2379,1,2,2.89,32
97,2565,1,35,False,1408,25,722,661,1019,1733,2379,2,2,2.4,35
209,2592,1,34,False,2073,32,1496,661,1312,1745,2379,1,2,3.58,34
2157,3176,1,2,False,2334,6,84,661,5201,2133,2379,1,2,3.85,2
3299,7421,1,31,False,126,34,1693,661,3201,4846,2379,1,2,2.37,31
809,3779,1,42,False,114,45,27570,661,2616,2502,2378,1,2,3.25,42
5888,2041,1,25,False,2071,20,1073,661,1362,1385,2377,1,2,3.07,25
5038,7008,1,25,False,2035,30,2891,661,3222,4771,2376,5,2,2.41,25
3329,7188,2,13,False,2035,30,2896,661,3222,4771,2376,5,2,1.48,13
1978,3552,1,31,False,1493,18,200,661,1824,2368,2375,1,2,3.26,31
5197,4365,5,6,False,741,13,119,661,693,46,2374,9,0,3.94,6
6255,4081,2,29,False,1962,27,54636,661,3076,2698,2373,3,2,2.95,29
6985,4177,1,52,False,243,58,146944,572,1127,2753,2373,1,2,2.37,52
1531,1605,3,80,True,2116,84,9509731,428,3692,996,2373,12,0,3.42,80
7325,4470,1,51,True,577,77,2812337,413,3898,2944,2373,4,2,2.88,51
1803,6683,1,38,False,1148,50,7219,331,3601,4473,2373,1,2,2.08,38
4435,2334,1,3,False,1204,1,177,661,458,1572,2373,1,2,2.21,3
89,2494,1,50,False,1137,49,19306,661,230,1690,2373,1,2,2.65,50
426,5769,1,72,True,1912,73,1204977,661,3958,3761,2373,1,2,5.28,72
6282,6091,1,25,False,1290,17,1068,661,5184,4103,2373,1,2,3.77,25
831,6129,1,68,False,2030,66,306842,326,1138,4134,2373,1,2,2.96,68
7501,6294,1,32,True,128,31,5701,661,3700,4234,2373,1,2,2.86,32
1030,6991,1,52,False,682,59,130408,182,3780,4622,2372,1,2,2.69,52
6013,6748,1,48,False,1744,53,1161,661,1622,4506,2372,1,2,2.5,48
682,334,1,38,False,49,50,247771,567,715,263,2371,1,2,3.88,38
2654,4461,1,88,True,1067,81,10638942,661,2170,2931,2370,1,2,1.84,88
2347,3654,1,24,True,2050,10,218,661,698,2427,2370,1,2,2.87,24
7618,65,1,31,True,417,14,297,661,2679,70,2369,1,2,3.26,31
8083,3333,1,70,True,1851,76,9673984,661,2650,2248,2369,1,2,2.81,70
3511,2279,1,79,False,537,87,27141717,222,2108,1535,2368,2,2,3.3,79
7548,2309,1,33,False,1637,18,1263,324,3536,1553,2368,1,2,3.5,33
3207,2532,1,35,False,317,23,445,58,792,1717,2368,1,2,3.03,35
4136,2590,1,35,False,2100,19,290,661,1327,1743,2368,1,2,4.4,35
5232,4511,1,75,True,22,77,8986062,402,322,2971,2368,1,2,2.78,75
3077,4939,1,37,False,986,43,17999,661,812,3253,2368,1,2,3.12,37
862,5324,1,28,False,2339,20,114,661,4066,3465,2368,1,2,3.07,28
7343,5379,1,33,False,2160,20,7785,661,4950,3488,2368,1,2,2.22,33
1352,5482,10,74,False,1724,78,4761364,55,647,1302,2368,31,0,3.07,74
3142,1234,1,68,False,909,70,223449,661,45,861,2368,1,2,2.73,68
823,1483,1,76,False,1886,66,182377,661,3904,1034,2368,3,2,3.61,76
5140,1506,9,35,False,142,17,4,661,2255,1057,2368,9,0,2.72,35
4936,1681,1,88,False,948,73,7282227,372,2237,1156,2368,1,2,3.02,88
6867,2180,1,30,False,2469,13,5,661,4676,1493,2368,1,2,3.13,30
711,247,1,18,False,1482,5,429,661,4742,203,2368,1,2,3.02,18
1860,281,1,39,False,1115,28,631,333,741,226,2368,1,2,2.75,39
3509,169,1,18,True,39,7,308,661,5042,160,2368,1,2,2.91,18
4099,544,1,60,False,1116,54,11283,317,2393,427,2368,1,2,2.45,60
3106,860,1,39,False,2536,24,435,661,3194,637,2368,1,2,3.2,39
5859,6295,1,40,False,1824,48,193279,661,2587,4235,2368,1,2,2.92,40
4687,1098,1,51,False,2104,32,37,661,1004,775,2367,1,2,2.63,51
783,6404,1,35,False,1379,19,2633,661,4640,4315,2366,1,2,2.21,35
8443,5687,1,31,True,1896,18,435,661,2426,3698,2365,1,2,2.41,31
3326,5926,1,87,False,2121,100,145443567,171,975,3975,2364,12,0,3.76,87
6194,5982,12,93,True,2121,100,145489371,171,3088,3975,2364,12,0,4.02,93
8514,6058,1,53,False,243,58,146969,572,2813,4067,2364,1,2,3.25,53
7516,6093,1,29,False,1678,26,13179,364,3073,4104,2364,1,2,2.15,29
5505,6319,1,25,False,1656,15,48,661,424,4245,2364,1,2,3.19,25
2952,6489,1,42,False,1353,37,6199,399,3826,4378,2364,1,2,3.45,42
4007,4768,1,39,True,626,28,405,97,4312,3142,2364,1,2,2.9,39
3169,4892,2,28,False,906,11,54,661,3848,1401,2364,7,0,2.81,28
6610,4931,6,92,False,2121,100,145396321,171,3088,3975,2364,12,0,3.67,92
4592,3913,1,38,True,901,32,1844,400,4836,2597,2364,1,2,2.17,38
4320,4390,3,97,False,2121,100,145443567,171,3088,3975,2364,12,0,3.92,97
1913,2562,1,39,False,225,20,475,279,308,1728,2364,2,2,2.51,39
5298,2622,11,91,True,2121,100,145489371,171,3088,3975,2364,12,0,3.02,91
431,7128,1,55,True,1868,49,8741,182,3725,4701,2364,2,2,2.23,55
2379,3071,1,40,False,2229,24,3776,661,2590,2043,2364,1,2,2.49,40
3264,196,7,93,True,2121,100,145396321,171,3088,3975,2364,12,0,2.72,93
1901,895,1,32,True,1713,20,5344,661,3055,659,2364,1,2,2.27,32
1743,949,10,93,True,2121,100,145396321,171,3088,3975,2364,12,0,3.52,93
2733,6739,8,93,True,2121,100,145396321,171,3088,3975,2364,12,0,3.45,93
6544,6803,9,93,True,2121,100,145443567,171,3088,3975,2364,12,0,2.5,93
21,7424,1,74,False,743,77,2201446,606,2450,4847,2364,1,2,3.65,74
5725,1418,3,75,False,1338,83,13402920,151,2707,4044,2364,3,2,3.69,75
6605,1719,5,92,True,2121,100,145396321,171,3088,3975,2364,12,0,4.1,92
1905,1727,2,95,False,2121,100,145489371,171,3088,3975,2364,12,0,3.47,95
4781,1755,1,40,False,2251,28,4401,661,2313,1200,2364,1,2,3.04,40
61,1921,4,94,True,2121,100,145542136,171,3088,3975,2364,12,0,3.54,94
4776,5618,2,35,False,840,51,1151605,233,3697,2532,2363,6,2,3.72,35
1797,5926,3,75,False,2121,100,145443567,171,3277,3976,2363,26,0,3.76,75
1747,6191,1,42,False,1296,23,3629,661,4534,4166,2363,1,2,3.11,42
398,6197,1,52,False,2319,37,1081,661,374,4169,2363,1,2,2.46,52
2352,6410,1,36,False,631,20,4162,661,2535,4320,2363,1,2,3.57,36
3755,7434,1,31,False,132,20,3260,414,286,4860,2363,1,2,2.85,31
7852,2511,1,54,False,2032,69,6204568,272,40,1701,2363,1,2,2.51,54
3656,1677,1,11,True,2118,12,80,661,462,1150,2362,1,2,2.61,11
4086,3642,2,23,False,876,13,22,661,3185,682,2362,5,2,2.51,23
2241,4568,1,46,True,17,29,6670,661,4948,3009,2362,1,2,2.33,46
3954,5380,1,28,False,1128,13,290,661,1856,3489,2362,1,2,2.99,28
2925,5514,1,27,False,1113,12,6,661,1359,3589,2362,1,2,3.66,27
5111,7329,1,68,True,150,74,1377042,661,1905,4797,2362,3,2,2.82,68
3004,6256,1,26,True,695,14,192,661,973,4206,2361,1,2,3.16,26
1937,2632,1,24,True,250,8,13,661,2059,1769,2361,1,2,1.7,24
5182,1555,1,36,True,1976,23,2256,661,3023,1089,2361,1,2,2.57,36
6788,7096,1,77,True,2447,78,2730121,661,3434,4681,2361,1,2,1.97,77
22,3087,1,17,True,351,6,3,661,2214,2049,2360,1,2,2.21,17
8254,6512,1,56,False,1672,45,73003,661,4257,4388,2360,1,2,3.0,56
2058,4022,1,50,False,114,45,27570,661,1837,2664,2359,1,2,3.2,50
4637,4083,12,43,False,945,49,1874,661,557,3512,2359,14,0,2.6,43
4681,4571,14,35,False,945,49,1855,661,557,3512,2359,14,0,2.92,35
4292,6890,11,39,False,945,49,1874,661,557,3512,2359,14,0,2.08,39
847,1118,8,41,False,945,49,1866,661,557,3512,2359,14,0,2.59,41
497,800,1,36,True,1490,22,90,371,4886,595,2358,1,2,2.22,36
1,936,1,36,False,1165,19,1413,661,4608,672,2357,1,2,2.82,36
3101,7332,1,36,False,924,24,2803,661,1891,4800,2357,1,2,2.85,36
78,5714,1,91,True,2120,88,9256589,474,1147,3721,2357,1,2,2.93,91
2261,5717,1,37,True,106,19,139,73,542,3723,2357,1,2,3.03,37
2842,6634,1,74,True,2420,84,14936207,661,4500,4453,2357,1,2,3.76,74
2388,2381,1,27,False,100,18,69,661,2709,1623,2357,1,2,2.83,27
54,1208,1,68,False,1356,69,354095,326,1429,840,2357,1,2,3.45,68
1778,1474,6,33,False,1375,20,2448,661,4852,1620,2357,7,2,2.74,33
7670,1605,1,85,True,2116,84,9509731,428,1814,1108,2357,3,2,3.42,85
5457,1940,1,49,False,1532,34,9375,661,3831,1321,2357,1,2,2.62,49
2768,2019,2,52,True,162,47,2695,324,1061,1375,2357,4,2,3.21,52
3334,6903,2,43,False,2130,24,26,661,2212,1689,2357,24,0,4.51,43
1726,3366,1,29,False,1147,15,3150,661,4829,2265,2357,1,2,3.63,29
2378,7220,3,30,False,1988,13,183,339,2917,4833,2357,4,2,4.42,30
7776,3955,1,43,False,1839,25,1152,661,3441,2627,2357,1,2,3.36,43
5430,3676,1,41,True,1192,25,569,7,1488,2451,2357,2,2,2.59,41
8153,4203,1,39,True,1849,25,10987,102,2041,2766,2357,1,2,2.81,39
4841,7250,1,33,True,642,20,4873,661,3925,4763,2357,1,2,3.47,33
5902,5028,1,39,False,1367,23,3112,661,3049,3308,2357,1,2,3.37,39
7756,5047,1,41,False,853,23,175,661,1763,3320,2357,1,2,2.96,41
7341,4971,1,38,False,1585,22,2001,661,1007,3270,2357,1,2,2.05,38
7533,5323,5,90,False,1638,88,1499215,484,474,3816,2357,12,0,2.81,90
3184,4889,1,40,True,310,23,114,661,3450,3228,2356,1,2,2.58,40
660,4904,1,34,True,2517,17,1254,661,4858,3236,2356,1,2,3.08,34
6369,4970,1,13,True,1889,4,1909,661,1129,3267,2356,1,2,2.95,13
2069,252,1,36,False,1233,18,181,661,3710,208,2356,1,2,2.81,36
1347,1582,1,37,False,1437,38,6157,661,3989,1100,2356,1,2,2.9,37
3465,1982,1,21,False,305,7,3,661,4514,1354,2356,1,2,2.8,21
6701,157,1,68,True,1164,62,394628,32,1545,148,2355,1,2,2.62,68
1541,3254,1,25,False,1938,9,36,661,2861,2185,2355,1,2,2.57,25
5884,3470,1,37,False,164,22,178,0,3781,917,2355,6,2,2.15,37
4711,4110,3,32,False,1198,35,1803,661,3912,3034,2355,14,0,2.76,32
8021,2736,1,27,False,323,10,60,661,2044,1853,2354,1,2,3.61,27
2399,4724,6,18,False,238,16,104,661,2149,1423,2353,7,0,2.64,18
4437,5185,1,13,True,1438,3,4,273,1008,3391,2352,1,2,2.49,13
1969,4640,8,78,False,1308,77,1461346,661,3835,2052,2351,14,0,4.36,78
3259,4668,13,74,True,355,81,25953771,661,861,155,2351,23,0,3.05,74
2739,4695,1,44,False,201,52,21748,182,3524,3096,2351,3,2,3.07,44
7637,4703,7,27,False,763,18,232,661,3795,2450,2351,12,0,2.55,27
2293,4964,1,49,True,1868,49,8802,182,1969,3262,2351,2,2,2.51,49
6384,5013,8,75,True,355,81,25953771,661,861,155,2351,23,0,2.96,75
5912,2607,1,47,False,243,58,146969,572,197,1750,2351,1,2,2.42,47
3018,2776,1,35,False,1270,19,181,661,2609,1864,2351,4,2,3.69,35
8180,3693,3,71,True,355,81,25957976,661,861,155,2351,23,0,2.97,71
8440,3742,1,31,False,115,15,1068,661,2487,2482,2351,1,2,3.63,31
8327,1021,1,38,False,1930,35,1843,661,4187,720,2351,1,2,2.26,38
1918,1321,1,69,True,129,75,12848260,661,3306,926,2351,1,2,2.3,69
2889,1775,16,69,True,355,81,25957976,661,861,155,2351,23,0,2.44,69
8539,2033,3,31,False,2128,22,1274,661,854,1380,2351,4,2,3.88,31
7844,2170,1,22,False,2510,11,382,661,315,1485,2351,1,2,3.92,22
5565,6475,1,92,False,1771,81,2853248,661,19,4371,2351,1,2,3.27,92
2251,6477,1,40,False,2099,22,49,661,4411,4372,2351,1,2,3.11,40
7254,6767,2,42,True,1234,36,31236,27,1675,3570,2351,3,2,2.95,42
8494,6889,1,40,False,2509,22,227,398,1331,4570,2351,1,2,3.97,40
367,2717,1,54,False,1348,50,3963,661,5164,1837,2350,1,2,2.25,54
2496,5086,1,58,False,2133,67,3134091,476,4328,3339,2350,3,2,4.38,58
5532,5154,1,39,False,629,62,225797,661,1835,3376,2350,1,2,3.31,39
8324,4795,11,26,False,1307,47,163172,661,4200,894,2349,13,0,4.17,26
4829,5749,4,39,False,2368,33,6678,661,4168,4406,2349,4,2,3.22,39
7062,964,1,52,False,235,53,19064,182,4467,693,2349,3,2,2.96,52
6993,1275,2,44,False,2368,33,6685,661,4168,4406,2349,4,2,2.95,44
1516,2188,1,42,False,2368,33,6683,661,4168,4406,2349,4,2,3.08,42
1931,4298,1,17,True,2340,12,390,402,4730,2826,2349,1,2,3.0,17
3531,348,1,17,False,1430,4,276,661,69,275,2349,2,2,2.62,17
7580,3863,1,47,True,1283,33,319,661,1809,2569,2348,1,2,3.01,47
2789,4869,1,16,False,1347,8,12,661,1348,3221,2347,11,0,3.9,16
4746,5236,5,16,False,1347,8,12,661,1348,3221,2347,11,0,4.08,16
2843,2806,4,17,True,1050,8,39,661,3602,2562,2347,6,2,4.6,17
8284,1896,1,43,True,44,30,1655,661,4735,1294,2347,1,2,4.0,43
7765,1700,8,10,False,941,16,2177,661,2163,4082,2346,11,0,3.26,10
7006,2118,1,41,False,997,44,1499,661,3908,1431,2346,1,2,2.8,41
7891,5122,1,27,False,1131,10,34,661,68,3360,2346,1,2,3.2,27
1807,3982,2,50,False,25,47,7071,661,1902,2985,2346,9,0,2.88,50
3039,2302,1,53,False,1267,34,103,661,1871,1550,2346,1,2,3.4,53
8311,7165,1,42,False,2478,31,2956,279,4703,4725,2346,1,2,2.57,42
6271,5716,4,49,True,25,47,7045,661,1902,2985,2346,9,0,2.02,49
8521,464,1,40,True,253,22,32,661,5159,364,2346,1,2,1.69,40
4662,573,1,41,False,2112,33,1639,8,218,439,2346,1,2,2.99,41
5918,482,1,33,True,1236,15,39,661,520,381,2346,1,2,2.13,33
7592,1001,6,79,False,624,88,122773292,581,1301,3040,2346,13,0,3.59,79
7918,1130,1,15,False,1396,7,1022,40,1780,793,2346,1,2,2.97,15
4634,4638,1,85,True,489,75,282947,75,2767,3064,2345,1,2,2.64,85
508,6458,1,16,False,1964,4,4,661,1376,4360,2345,1,2,2.73,16
6095,2664,1,54,False,850,45,2752,661,882,1794,2345,1,2,2.05,54
5460,3148,2,55,False,1643,85,49083617,482,3461,1420,2344,2,2,3.92,55
3424,2093,1,61,False,1643,84,49050008,482,3461,1420,2344,2,2,4.11,61
4146,1759,1,30,False,558,20,1897,661,4787,1203,2343,1,2,3.04,30
4967,1383,1,44,False,1386,48,10272,661,898,971,2342,3,2,2.81,44
4653,2177,1,54,True,984,39,9729,661,808,1491,2342,1,2,2.78,54
5583,7003,1,47,False,1943,36,5606,661,2611,4627,2342,1,2,2.63,47
7805,828,1,28,False,1882,12,44,661,2129,1821,2342,14,0,3.38,28
1329,3494,1,55,False,1986,64,1211803,661,1444,2337,2342,2,2,2.6,55
1947,3268,3,75,False,1100,91,85008100,486,1522,3294,2342,44,0,2.87,75
5114,4917,3,33,False,109,20,696,661,3595,2215,2341,4,2,3.57,33
3660,5905,1,84,False,1231,88,42237551,45,848,3867,2340,1,2,3.8,84
5495,5869,15,56,False,1231,88,42237551,45,2124,2424,2339,17,0,3.9,56
6380,5905,9,80,False,1231,89,42275793,45,2124,2424,2339,17,0,3.8,80
6731,6424,6,61,False,1231,88,42256604,45,2124,2424,2339,17,0,4.08,61
5246,1484,17,55,False,1231,88,42237551,45,2124,2424,2339,17,0,4.19,55
8221,1504,1,61,False,1231,88,42237551,45,2124,2424,2339,17,0,3.83,61
6664,1540,12,58,False,1231,88,42256604,45,2124,2424,2339,17,0,3.76,58
5130,2149,3,62,False,1231,88,42256604,45,2124,2424,2339,17,0,3.99,62
4961,6862,1,37,False,431,19,267,661,840,4566,2339,1,2,3.47,37
5391,6963,8,60,False,1231,88,42256604,45,2124,2424,2339,17,0,3.55,60
6739,2653,11,60,True,1231,88,42237551,45,2124,2424,2339,17,0,3.98,60
7354,3196,13,66,False,1231,88,42256604,45,2124,2424,2339,17,0,4.11,66
480,3204,7,59,True,1231,88,42256604,45,2124,2424,2339,17,0,3.51,59
6137,4546,4,60,False,1231,89,42275793,45,2124,2424,2339,17,0,3.82,60
388,5144,14,58,False,1231,88,42256604,45,2124,2424,2339,17,0,3.32,58
2818,3607,10,60,False,1231,88,42237551,45,2124,2424,2339,17,0,3.22,60
582,3679,1,39,False,1838,62,973349,661,3932,2454,2339,4,2,2.67,39
5394,185,2,62,False,1231,89,42275793,45,2124,2424,2339,17,0,3.72,62
5360,751,16,55,False,1231,88,42256604,45,2124,2424,2339,17,0,4.28,55
1781,1032,5,64,True,1231,88,42237551,45,2124,2424,2339,17,0,3.51,64
5639,7324,1,43,False,1777,32,592,661,3599,4794,2338,1,2,2.66,43
3459,4468,1,20,True,1653,12,2956,49,614,2938,2337,1,2,2.41,20
1993,4846,1,31,False,2039,19,88,661,4370,3211,2337,1,2,4.33,31
4024,4941,1,44,False,1561,42,11904,661,469,3255,2337,1,2,2.69,44
787,6650,8,91,False,1897,91,26538275,474,1025,2492,2337,12,0,2.42,91
5668,5576,4,84,True,1897,91,26559943,474,1025,2492,2337,12,0,3.06,84
4398,5799,2,92,False,1897,91,26538275,474,1025,2492,2337,12,0,2.66,92
7663,6273,1,39,False,1824,48,193279,661,4393,4223,2337,1,2,2.32,39
7112,7372,2,65,False,150,74,1377042,661,2547,4658,2337,2,2,2.26,65
7619,6553,5,82,True,1897,91,26559943,474,1025,2492,2337,12,0,3.38,82
6190,6595,1,44,True,757,69,2482067,98,3181,4432,2337,2,2,2.34,44
4744,1419,3,46,False,2355,61,7437933,230,190,309,2337,12,0,3.41,46
2206,1587,10,81,True,1897,91,26538275,474,1025,2492,2337,12,0,3.7,81
1003,1711,9,57,False,2355,61,7429055,230,190,309,2337,12,0,2.56,57
5099,1846,11,48,False,2355,61,7437933,230,190,309,2337,12,0,3.16,48
6691,2183,10,49,False,2355,61,7429055,230,190,309,2337,12,0,4.12,49
5922,2215,6,50,False,2355,61,7429055,230,190,309,2337,12,0,2.83,50
4945,216,12,52,False,2355,61,7433128,230,190,309,2337,12,0,4.07,52
1565,548,4,54,False,2355,61,7433128,230,190,309,2337,12,0,3.26,54
3556,694,2,53,False,2355,61,7429055,230,190,309,2337,12,0,2.81,53
579,1036,7,41,False,2355,61,7437933,230,190,309,2337,12,0,0.55,41
2043,2252,9,85,True,1897,91,26516295,474,1025,2492,2337,12,0,3.22,85
5354,2307,12,84,True,1897,91,26559943,474,1025,2492,2337,12,0,3.75,84
2299,2649,11,87,False,1897,91,26538275,474,1025,2492,2337,12,0,2.82,87
5476,2988,22,46,False,1773,52,78423,661,2297,1823,2337,22,0,2.67,46
7646,3186,1,50,False,2355,61,7437933,230,190,309,2337,12,0,2.07,50
3376,3353,1,41,False,337,48,74002,661,2948,2261,2337,1,2,2.65,41
8416,3731,8,51,False,2355,61,7437933,230,190,309,2337,12,0,2.82,51
2416,3747,1,88,True,1897,91,26559943,474,1025,2492,2337,12,0,3.56,88
6567,3792,5,50,False,2355,61,7429055,230,190,309,2337,12,0,2.94,50
3518,4007,3,85,True,1897,91,26559943,474,1025,2492,2337,12,0,3.29,85
1560,4108,7,83,True,1897,91,26516295,474,1025,2492,2337,12,0,3.47,83
4868,4220,6,88,True,1897,91,26538275,474,1025,2492,2337,12,0,3.04,88
885,7205,6,49,False,1420,61,2649787,229,3241,2422,2336,10,0,2.35,49
4404,7207,8,51,False,1420,61,2650667,229,3241,2422,2336,10,0,2.83,51
2254,7214,1,49,False,1420,61,2650667,229,3241,2422,2336,10,0,3.08,49
8333,7215,2,43,False,1420,61,2649787,229,3241,2422,2336,10,0,2.17,43
4709,7229,7,42,False,1420,61,2652612,229,3241,2422,2336,10,0,2.51,42
2039,7336,4,43,False,1420,61,2650667,229,3241,2422,2336,10,0,2.72,43
8463,5003,1,50,False,648,55,68465,182,628,3296,2336,1,2,3.3,50
4874,7306,5,51,False,1420,61,2652612,229,3241,2422,2336,10,0,2.48,51
3765,7180,9,44,False,1420,61,2649787,229,3241,2422,2336,10,0,2.2,44
3854,1577,1,53,False,1649,58,72064,182,242,1097,2336,3,2,2.97,53
8040,7066,3,43,False,1420,61,2649787,229,3241,2422,2336,10,0,2.79,43
4510,7079,10,47,False,1420,61,2649787,229,3241,2422,2336,10,0,3.12,47
4444,2001,1,13,False,1327,3,3,661,3836,1366,2335,1,2,2.63,13
2563,2774,1,13,False,1268,3,2,661,2793,1863,2335,1,2,2.49,13
1069,2244,4,15,False,1805,5,21,661,4551,3183,2334,12,0,3.83,15
2767,4723,1,15,False,1805,5,21,661,4551,3183,2334,12,0,4.53,15
3949,5171,1,14,False,1596,6,4,661,3647,3385,2333,1,2,3.71,14
3245,4447,9,34,False,2310,57,398681,661,2867,2161,2332,17,0,3.13,34
1229,4503,11,34,False,2310,57,398659,661,2867,2161,2332,17,0,3.3,34
318,4957,1,53,False,243,58,146944,572,1534,3258,2332,1,2,3.01,53
7838,5568,16,31,False,2310,57,398681,661,2867,2161,2332,17,0,3.08,31
2264,6269,2,37,False,2310,57,398681,661,2867,2161,2332,17,0,3.12,37
4237,7377,10,71,False,2513,85,2789144,661,5063,1841,2332,10,0,4.74,71
505,7379,7,88,False,2513,85,2795852,661,5063,1841,2332,10,0,3.03,88
3626,6372,1,36,False,1874,38,44378,661,2265,4294,2332,1,2,2.81,36
992,7394,9,78,False,2513,85,2795852,661,5063,1841,2332,10,0,3.28,78
6129,6585,1,44,False,1081,38,60619,661,2515,4430,2332,1,2,2.02,44
8431,3382,4,37,False,2310,57,398642,661,2867,2161,2332,17,0,3.39,37
7016,3425,1,35,False,1214,23,13839,661,4856,2301,2332,1,2,3.07,35
1468,3908,2,55,False,658,53,88544,661,4965,947,2332,10,0,2.84,55
486,6699,13,32,False,2310,57,398642,661,2867,2161,2332,17,0,2.67,32
8141,6822,10,33,False,2310,57,398659,661,2867,2161,2332,17,0,3.26,33
6319,2554,6,37,False,2310,57,398642,661,2867,2161,2332,17,0,2.64,37
4252,2869,1,40,False,1719,24,2256,661,1691,1899,2332,1,2,3.25,40
5858,7139,3,78,False,2513,85,2795852,661,5063,1841,2332,10,0,3.87,78
6695,2896,1,40,False,1149,25,8363,267,3430,1909,2332,1,2,2.84,40
8420,2943,14,36,False,2310,57,398659,661,2867,2161,2332,17,0,3.15,36
8058,3012,15,34,False,2310,57,398681,661,2867,2161,2332,17,0,2.64,34
369,3045,5,44,False,2310,57,398681,661,2867,2161,2332,17,0,3.8,44
2304,7036,8,71,False,2513,85,2789144,661,5063,1841,2332,10,0,3.23,71
7793,1283,12,32,False,2310,57,398642,661,2867,2161,2332,17,0,2.91,32
3116,7042,1,76,False,2513,85,2802094,661,5063,1841,2332,10,0,3.45,76
1413,7049,6,68,False,2513,85,2795852,661,5063,1841,2332,10,0,3.76,68
103,34,2,89,False,2513,85,2795852,661,5063,1841,2332,10,0,4.04,89
1902,88,8,33,False,2310,57,398642,661,2867,2161,2332,17,0,3.0,33
4754,214,17,33,False,2310,57,398659,661,2867,2161,2332,17,0,2.93,33
8410,6992,4,91,False,2513,85,2789144,661,5063,1841,2332,10,0,3.31,91
6917,565,2,21,False,1210,17,134,661,3514,438,2332,4,2,2.74,21
4308,684,7,34,False,2310,57,398681,661,2867,2161,2332,17,0,2.94,34
8085,760,3,36,False,2310,57,398681,661,2867,2161,2332,17,0,3.16,36
8328,776,1,38,False,1977,23,462,661,3151,580,2332,1,2,3.41,38
6680,811,1,39,False,2310,57,398659,661,2867,2161,2332,17,0,2.85,39
360,7022,5,73,False,2513,85,2809275,661,5063,1841,2332,10,0,5.04,73
554,5589,1,34,False,187,18,824,661,3321,3639,2331,1,2,4.06,34
1454,3104,1,81,True,587,86,34748949,661,3791,2078,2331,1,2,2.72,81
292,6949,1,16,False,1919,4,423,661,3927,4595,2330,1,2,2.73,16
4009,5093,1,48,False,2004,43,30470,661,1638,3345,2329,2,2,3.59,48
3439,2966,1,46,True,1283,33,321,661,4264,1961,2329,1,2,2.2,46
3969,6070,1,14,False,2190,5,5,661,604,4080,2329,1,2,3.0,14
6429,7348,1,36,False,116,18,148,661,5154,4806,2328,1,2,4.88,36
6259,3714,1,65,False,1339,60,27567,326,3944,2472,2328,1,2,3.08,65
2037,3739,1,95,False,1638,88,1499215,484,133,2479,2328,3,2,3.06,95
7649,3657,12,15,True,1966,5,156,661,32,2411,2328,14,0,3.88,15
5581,2275,1,45,False,2388,35,729,661,2500,1533,2328,1,2,3.18,45
2697,5409,1,49,False,9,32,3893,102,3753,3513,2328,1,2,2.93,49
7126,7056,1,62,True,1281,82,15702014,242,1177,4655,2328,1,2,2.03,62
3809,1875,1,27,False,1977,23,462,661,3117,1282,2328,1,2,3.75,27
